Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Average Order Value,Age Group,Customer Status
380,Male,27,Miami,Silver,710.4,13,4.1,Yes,58,Unsatisfied,54.65,25-34,At Risk
381,Female,37,Houston,Bronze,430.8,7,3.4,No,27,Neutral,61.54,35-49,Active
382,Female,31,New York,Gold,1160.6,15,4.5,Yes,31,Satisfied,77.37,25-34,At Risk
383,Male,35,Los Angeles,Silver,820.9,12,4.3,No,15,Neutral,68.41,25-34,Active
384,Female,41,Chicago,Bronze,495.25,9,3.6,Yes,43,Unsatisfied,55.03,35-49,At Risk
385,Male,28,San Francisco,Gold,1490.1,21,4.9,No,10,Satisfied,70.96,25-34,Active
386,Male,32,Miami,Silver,660.3,10,3.8,Yes,37,Unsatisfied,66.03,25-34,At Risk
387,Female,36,Houston,Bronze,440.5,8,3.1,No,23,Neutral,55.06,35-49,Active
388,Female,30,New York,Gold,1200.8,16,4.7,Yes,24,Satisfied,75.05,25-34,Active
389,Male,34,Los Angeles,Silver,780.2,11,4.1,No,16,Neutral,70.93,25-34,Active
390,Female,43,Chicago,Bronze,505.75,10,3.3,Yes,44,Unsatisfied,50.58,35-49,At Risk
391,Male,30,San Francisco,Gold,1460.5,20,4.8,No,13,Satisfied,73.03,25-34,Active
392,Male,27,Miami,Silver,710.4,13,4.1,Yes,59,Unsatisfied,54.65,25-34,At Risk
393,Female,37,Houston,Bronze,450.8,7,3.4,No,28,Neutral,64.4,35-49,Active
394,Female,31,New York,Gold,1140.6,15,4.5,Yes,32,Satisfied,76.04,25-34,At Risk
395,Male,35,Los Angeles,Silver,800.9,12,4.1,No,17,Neutral,66.74,25-34,Active
396,Female,41,Chicago,Bronze,475.25,9,3.6,Yes,44,Unsatisfied,52.81,35-49,At Risk
397,Male,28,San Francisco,Gold,1480.1,21,4.9,No,12,Satisfied,70.48,25-34,Active
398,Male,32,Miami,Silver,660.3,10,3.8,Yes,38,Unsatisfied,66.03,25-34,At Risk
399,Female,36,Houston,Bronze,470.5,8,3.0,No,22,Neutral,58.81,35-49,Active
400,Female,30,New York,Gold,1190.8,16,4.5,Yes,25,Satisfied,74.42,25-34,Active
401,Male,33,Los Angeles,Silver,800.2,11,4.1,No,18,Neutral,72.75,25-34,Active
402,Female,43,Chicago,Bronze,515.75,10,3.3,Yes,45,Unsatisfied,51.58,35-49,At Risk
403,Male,30,San Francisco,Gold,1450.5,19,4.6,No,13,Satisfied,76.34,25-34,Active
404,Male,27,Miami,Silver,710.4,13,4.1,Yes,60,Unsatisfied,54.65,25-34,At Risk
405,Female,37,Houston,Bronze,430.8,7,3.4,No,29,Neutral,61.54,35-49,Active
406,Female,31,New York,Gold,1160.6,15,4.5,Yes,33,Satisfied,77.37,25-34,At Risk
407,Male,35,Los Angeles,Silver,820.9,12,4.3,No,16,Neutral,68.41,25-34,Active
408,Female,41,Chicago,Bronze,495.25,9,3.6,Yes,45,Unsatisfied,55.03,35-49,At Risk
409,Male,28,San Francisco,Gold,1490.1,21,4.9,No,11,Satisfied,70.96,25-34,Active
410,Male,32,Miami,Silver,660.3,10,3.8,Yes,39,Unsatisfied,66.03,25-34,At Risk
411,Female,36,Houston,Bronze,440.5,8,3.1,No,24,Neutral,55.06,35-49,Active
412,Female,30,New York,Gold,1200.8,16,4.7,Yes,25,Satisfied,75.05,25-34,Active
413,Male,34,Los Angeles,Silver,780.2,11,4.1,No,17,Neutral,70.93,25-34,Active
414,Female,43,Chicago,Bronze,505.75,10,3.3,Yes,46,Unsatisfied,50.58,35-49,At Risk
415,Male,30,San Francisco,Gold,1460.5,20,4.8,No,14,Satisfied,73.03,25-34,Active
416,Male,27,Miami,Silver,710.4,13,4.1,Yes,61,Unsatisfied,54.65,25-34,Churned
417,Female,37,Houston,Bronze,450.8,7,3.4,No,30,Neutral,64.4,35-49,Active
418,Female,31,New York,Gold,1140.6,15,4.5,Yes,34,Satisfied,76.04,25-34,At Risk
419,Male,35,Los Angeles,Silver,800.9,12,4.1,No,19,Neutral,66.74,25-34,Active
420,Female,41,Chicago,Bronze,475.25,9,3.6,Yes,46,Unsatisfied,52.81,35-49,At Risk
421,Male,28,San Francisco,Gold,1480.1,21,4.9,No,12,Satisfied,70.48,25-34,Active
422,Male,32,Miami,Silver,660.3,10,3.8,Yes,40,Unsatisfied,66.03,25-34,At Risk
423,Female,36,Houston,Bronze,470.5,8,3.0,No,26,Neutral,58.81,35-49,Active
424,Female,30,New York,Gold,1190.8,16,4.5,Yes,27,Satisfied,74.42,25-34,Active
425,Male,34,Los Angeles,Silver,780.2,11,4.2,No,18,Neutral,70.93,25-34,Active
426,Female,43,Chicago,Bronze,515.75,10,3.3,Yes,47,Unsatisfied,51.58,35-49,At Risk
427,Male,30,San Francisco,Gold,1450.5,19,4.6,No,14,Satisfied,76.34,25-34,Active
428,Male,27,Miami,Silver,710.4,13,4.1,Yes,62,Unsatisfied,54.65,25-34,Churned
429,Female,37,Houston,Bronze,430.8,7,3.4,No,31,Neutral,61.54,35-49,At Risk
430,Female,31,New York,Gold,1160.6,15,4.5,Yes,35,Satisfied,77.37,25-34,At Risk
431,Male,35,Los Angeles,Silver,820.9,12,4.3,No,20,Neutral,68.41,25-34,Active
432,Female,41,Chicago,Bronze,495.25,9,3.6,Yes,47,Unsatisfied,55.03,35-49,At Risk
433,Male,28,San Francisco,Gold,1490.1,21,4.9,No,11,Satisfied,70.96,25-34,Active
434,Male,32,Miami,Silver,660.3,10,3.8,Yes,41,Unsatisfied,66.03,25-34,At Risk
435,Female,36,Houston,Bronze,440.5,8,3.1,No,28,Neutral,55.06,35-49,Active
436,Female,30,New York,Gold,1200.8,16,4.7,Yes,28,Satisfied,75.05,25-34,Active
437,Male,34,Los Angeles,Silver,780.2,11,4.1,No,19,Neutral,70.93,25-34,Active
438,Female,43,Chicago,Bronze,505.75,10,3.3,Yes,48,Unsatisfied,50.58,35-49,At Risk
439,Male,30,San Francisco,Gold,1460.5,20,4.8,No,15,Satisfied,73.03,25-34,Active
440,Male,27,Miami,Silver,710.4,13,4.1,Yes,63,Unsatisfied,54.65,25-34,Churned
441,Female,37,Houston,Bronze,450.8,7,3.4,No,32,Neutral,64.4,35-49,At Risk
442,Female,31,New York,Gold,1140.6,15,4.5,Yes,36,Satisfied,76.04,25-34,At Risk
443,Male,35,Los Angeles,Silver,800.9,12,4.1,No,20,Neutral,66.74,25-34,Active
444,Female,41,Chicago,Bronze,475.25,9,3.6,Yes,48,Unsatisfied,52.81,35-49,At Risk
445,Male,28,San Francisco,Gold,1480.1,21,4.9,No,13,Satisfied,70.48,25-34,Active
446,Male,32,Miami,Silver,660.3,10,3.8,Yes,42,Unsatisfied,66.03,25-34,At Risk
447,Female,36,Houston,Bronze,470.5,8,3.0,No,27,Neutral,58.81,35-49,Active
448,Female,30,New York,Gold,1190.8,16,4.5,Yes,28,Satisfied,74.42,25-34,Active
449,Male,34,Los Angeles,Silver,780.2,11,4.2,No,21,Neutral,70.93,25-34,Active
450,Female,43,Chicago,Bronze,515.75,10,3.3,Yes,49,Unsatisfied,51.58,35-49,At Risk
